YEAR,Actor2CountryCode,GoldsteinScale,Record Count
2017,SLE,-8,40
2018,SLE,-4,93
2019,SLE,-19,22
2020,SLE,-4,26
2021,SLE,-60,29
2022,SLE,-10,5
2023,SLE,-7,17
2007,SLV,-25,7
2008,SLV,-5,1
2009,SLV,-18,3
2010,SLV,-10,1
2011,SLV,-30,3
2012,SLV,-18,9
2013,SLV,-10,4
2014,SLV,-27,13
2015,SLV,-20,5
2016,SLV,-6,4
2017,SLV,-8,6
2018,SLV,-128,64
2019,SLV,-9,11
2020,SLV,-128,74
2021,SLV,-30,33
2022,SLV,-2,10
2023,SLV,-10,7
2004,SOM,-8,2
2005,SOM,-30,3
2006,SOM,-9,4
2007,SOM,-60,91
2008,SOM,-1062,159
2009,SOM,-9,149
2010,SOM,-86,56
2011,SOM,-4,87
2012,SOM,-18,34
2013,SOM,-101,48
2014,SOM,-7,54
2015,SOM,-25,274
2016,SOM,-28,129
2017,SOM,-49,114
2018,SOM,-48,60
2019,SOM,-76,43
2020,SOM,-20,43
2021,SOM,-15,51
2022,SOM,-10,25
2023,SOM,-5,26
2003,SRB,-14,8
2004,SRB,-15,11
2006,SRB,-2,1
2007,SRB,-5,4
2008,SRB,-15,16
2009,SRB,-5,14
2010,SRB,-172,36
2011,SRB,-8,3
2012,SRB,-20,9
2013,SRB,-10,9
2014,SRB,-15,16
2015,SRB,-20,17
2016,SRB,-7,54
2017,SRB,-4,26
2018,SRB,-10,42
2019,SRB,-60,44
2020,SRB,-20,128
2021,SRB,-16,81
2022,SRB,-20,31
2023,SRB,-89,99
2004,SUR,-5,1
2008,SUR,-35,9
2009,SUR,-14,2
2012,SUR,-10,2
2015,SUR,-29,4
2017,SUR,-10,2
2018,SUR,-10,3
2019,SUR,-56,15
2020,SUR,-19,7
2022,SUR,-15,3
2003,SVK,-18,2
2004,SVK,-50,13
2005,SVK,-10,5
2006,SVK,-5,9
2007,SVK,-5,2
2008,SVK,-5,4
2009,SVK,-15,51
2010,SVK,-13,9
2011,SVK,-8,5
2012,SVK,-9,3
2013,SVK,-10,5
2014,SVK,-15,18
2015,SVK,-40,11
2016,SVK,-2,67
2017,SVK,-7,17
2018,SVK,-21,18
2019,SVK,-14,21
2020,SVK,-15,10
2021,SVK,-6,17
2022,SVK,-29,3
2023,SVK,-20,23
2003,SWE,-4,10
2004,SWE,-4,2
2005,SWE,-10,5
2006,SWE,-30,10
2007,SWE,-20,24
2008,SWE,-4,32
2009,SWE,-10,41
2010,SWE,-55,99
2011,SWE,-30,68
2012,SWE,-4,41
2013,SWE,-7,34
2014,SWE,-5,34
2015,SWE,-7,98
2016,SWE,-112,306
2017,SWE,-10,115
2018,SWE,-15,397
2019,SWE,-10,358
2020,SWE,-15,527
2021,SWE,-9,213
2022,SWE,-10,91
2023,SWE,-24,74
2003,SYR,-80,11
2004,SYR,-16,10
2006,SYR,-20,26
2007,SYR,-5,3
2008,SYR,-18,12
2009,SYR,-15,8
2010,SYR,-30,8
2011,SYR,-20,349
2012,SYR,-4,1533
2013,SYR,-19,563
2014,SYR,-2,325
2015,SYR,-130,543
2016,SYR,-62,741
2017,SYR,-57,1098
2018,SYR,-21,471
2019,SYR,-26,212
2020,SYR,-40,221
2021,SYR,-5,96
2022,SYR,-80,74
2023,SYR,-30,128
2006,TCD,-4,25
2007,TCD,-10,3
2008,TCD,-10,28
2009,TCD,-20,6
2010,TCD,-406,52
2011,TCD,-9,3
2012,TCD,-8,9
2013,TCD,-20,20
2014,TCD,-15,12
2015,TCD,-4,13
2016,TCD,-15,10
2017,TCD,-24,17
2018,TCD,-125,52
2019,TCD,-30,19
2020,TCD,-15,25
2021,TCD,-15,23
2022,TCD,-18,5
2023,TCD,-20,19
2007,TGO,-9,10
2008,TGO,-8,3
2009,TGO,-7,29
2010,TGO,-25,9
2011,TGO,-5,5
2013,TGO,-10,3
2014,TGO,-5,2
2015,TGO,-7,1
2016,TGO,-5,9
2017,TGO,-5,1
2018,TGO,-30,7
2019,TGO,-20,4
2022,TGO,-10,1
2023,TGO,-5,2
2003,THA,-14,74
2004,THA,-70,59
2005,THA,-10,33
2006,THA,-14,63
2007,THA,-10,72
2008,THA,-60,172
2009,THA,-10,249
2010,THA,-35,161
2011,THA,-7,471
2012,THA,-47,435
2013,THA,-8,501
2014,THA,-20,796
2015,THA,-7,1728
2016,THA,-8,1402
2017,THA,-10,832
2018,THA,-4,856
2019,THA,-33,654
2020,THA,-93,960
2021,THA,-40,588
2022,THA,-6,498
2023,THA,-15,1159
2003,TJK,-48,14
2004,TJK,-10,18
2005,TJK,-20,3
2006,TJK,-41,21
2007,TJK,-20,25
2008,TJK,-22,40
2009,TJK,-8,83
2010,TJK,-5,65
2011,TJK,-33,42
2012,TJK,-14,30
2013,TJK,-5,41
2014,TJK,-30,77
2015,TJK,-13,59
2016,TJK,-36,139
2017,TJK,-10,40
2018,TJK,-60,99
2019,TJK,-12,52
2020,TJK,-10,85
2021,TJK,-4,65
2022,TJK,-13,55
2023,TJK,-14,33
2003,TKM,-12,3
2005,TKM,-30,6
2006,TKM,-5,1
2007,TKM,-60,10
2008,TKM,-20,3
2009,TKM,-25,81
2010,TKM,-5,46
2011,TKM,-10,7
2013,TKM,-14,13
2014,TKM,-30,6
2015,TKM,-4,21
2016,TKM,-30,16
2017,TKM,-10,14
2018,TKM,-25,10
2019,TKM,-10,3
2020,TKM,-10,13
2021,TKM,-10,9
2022,TKM,-10,2
2023,TKM,-26,16
2005,TTO,-8,1
2008,TTO,-10,1
2009,TTO,-10,13
2010,TTO,-5,1
2011,TTO,-5,17
2012,TTO,-50,8
2013,TTO,-10,17
2014,TTO,-5,8
2015,TTO,-10,27
2016,TTO,-10,33
2017,TTO,-5,37
2018,TTO,-5,18
2019,TTO,-20,10
2020,TTO,-30,45
2021,TTO,-20,17
2022,TTO,-10,17
2023,TTO,-20,17
2006,TUN,-5,4
2009,TUN,-10,4
2010,TUN,-5,22
2011,TUN,-13,79
2012,TUN,-30,88
2013,TUN,-20,35
2014,TUN,-181,35
2015,TUN,-50,15
2016,TUN,-5,10
2017,TUN,-60,28
2018,TUN,-115,29
2019,TUN,-10,8
2020,TUN,-15,34
2021,TUN,-10,10
2022,TUN,-10,10
2023,TUN,-5,9
2003,TUR,-28,29
2004,TUR,-10,12
2005,TUR,-126,26
2006,TUR,-37,14
2007,TUR,-5,17
2008,TUR,-10,81
2009,TUR,-553,395
2010,TUR,-66,123
2011,TUR,-180,122
2012,TUR,-42,225
2013,TUR,-78,191
2014,TUR,-10,361
2015,TUR,-40,1223
2016,TUR,-60,499
2017,TUR,-37,498
2018,TUR,-21,339
2019,TUR,-14,586
2020,TUR,-30,673
2021,TUR,-44,438
2022,TUR,-10,253
2023,TUR,-20,240
2004,TZA,-5,1
2006,TZA,-7,4
2007,TZA,-4,2
2008,TZA,-5,17
2009,TZA,-20,14
2010,TZA,-15,15
2011,TZA,-28,31
2012,TZA,-35,17
2013,TZA,-10,62
2014,TZA,-70,75
2015,TZA,-30,253
2016,TZA,-35,199
2017,TZA,-4,189
2018,TZA,-30,86
2019,TZA,-40,248
2020,TZA,-248,117
2021,TZA,-36,35
2022,TZA,-40,28
2023,TZA,-4,51
2003,UGA,-20,5
2004,UGA,-2,1
2005,UGA,-10,4
2006,UGA,-10,4
2007,UGA,-40,34
2008,UGA,-20,27
2009,UGA,-35,30
2010,UGA,-5,23
2011,UGA,-5,21
2012,UGA,-10,46
2013,UGA,-8,24
2014,UGA,-34,143
2015,UGA,-25,69
2016,UGA,-20,154
2017,UGA,-182,224
2018,UGA,-20,125
2019,UGA,-65,109
2020,UGA,-35,168
2021,UGA,-10,49
2022,UGA,-5,60
2023,UGA,-54,40
2003,UKR,-20,84
2004,UKR,-20,31
2005,UKR,-5,22
2006,UKR,-2,21
2007,UKR,-50,11
2008,UKR,-15,8
2009,UKR,-15,40
2010,UKR,-5,57
2011,UKR,-5,51
2012,UKR,-5,24
2013,UKR,-10,49
2014,UKR,-44,461
2015,UKR,-5,156
2016,UKR,-8,153
2017,UKR,-40,99
2018,UKR,-7,135
2019,UKR,-59,242
2020,UKR,-5,676
2021,UKR,-64,184
2022,UKR,-16,1632
2023,UKR,-20,1453
2005,URY,-5,1
2008,URY,-8,5
2009,URY,-10,4
2011,URY,-16,4
2012,URY,-9,1
2013,URY,-15,7
2014,URY,-5,3
2015,URY,-9,1
2016,URY,-10,4
2017,URY,-8,5
2018,URY,-5,5
2019,URY,-12,4
2020,URY,-20,8
2021,URY,-70,8
2022,URY,-10,7
2023,URY,-30,21
2003,USA,-120,1027
2004,USA,-72,939
2005,USA,-4,729
2006,USA,-441,1477
2007,USA,-101,3348
2008,USA,-280,3806
2009,USA,-60,7345
2010,USA,-357,10239
2011,USA,-477,8948
2012,USA,-90,11574
2013,USA,-30,11814
2014,USA,-2955,17381
2015,USA,-1693,19287
2016,USA,-3133,21788
2017,USA,-16,21137
2018,USA,-196,28017
2019,USA,-1,29798
2020,USA,-7752,39624
2021,USA,-875,19890
2022,USA,-92,14078
2023,USA,-348,22428
2003,UZB,-32,21
2004,UZB,-15,19
2005,UZB,-22,19
2006,UZB,-10,47
2007,UZB,-80,87
2008,UZB,-40,21
2009,UZB,-2,94
2010,UZB,-10,90
2011,UZB,-20,26
2012,UZB,-30,22
2013,UZB,-5,33
2014,UZB,-80,44
2015,UZB,-20,49
2016,UZB,-49,94
2017,UZB,-5,15
2018,UZB,-5,26
2019,UZB,-10,48
2020,UZB,-14,137
2021,UZB,-35,41
2022,UZB,-15,68
2023,UZB,-40,51
2004,VEN,-15,3
2005,VEN,-4,1
2006,VEN,-18,2
2007,VEN,-5,3
2008,VEN,-7,18
2009,VEN,-14,20
2010,VEN,-5,36
2011,VEN,-16,31
2012,VEN,-8,32
2013,VEN,-7,32
2014,VEN,-30,64
2015,VEN,-4,48
2016,VEN,-83,82
2017,VEN,-6,103
2018,VEN,-10,71
2019,VEN,-10,317
2020,VEN,-184,154
2021,VEN,-47,47
2022,VEN,-5,45
2023,VEN,-5,61
2003,VNM,-10,188
2004,VNM,-9,185
2005,VNM,-10,88
2006,VNM,-28,148
2007,VNM,-7,295
2008,VNM,-7,311
2009,VNM,-45,566
2010,VNM,-1,662
2011,VNM,-197,2178
2012,VNM,-55,1796
2013,VNM,-14,956
2014,VNM,-584,8239
2015,VNM,-54,2664
2016,VNM,-63,4796
2017,VNM,-161,2107
2018,VNM,-85,1665
2019,VNM,-24,2002
2020,VNM,-69,2241
2021,VNM,-28,1050
2022,VNM,-35,700
2023,VNM,-26,2408
2004,VUT,-28,13
2005,VUT,-20,2
2010,VUT,-10,2
2012,VUT,-20,2
2015,VUT,-9,2
2016,VUT,-20,4
2017,VUT,-20,8
2018,VUT,-4,29
2019,VUT,-50,62
2020,VUT,-5,9
2021,VUT,-13,22
2022,VUT,-38,16
2023,VUT,-8,42
2003,YEM,-10,9
2007,YEM,-4,13
2008,YEM,-20,53
2009,YEM,-72,79
2010,YEM,-469,79
2011,YEM,-60,73
2012,YEM,-30,61
2013,YEM,-5,32
2014,YEM,-20,78
2015,YEM,-890,865
2016,YEM,-5,97
2017,YEM,-30,114
2018,YEM,-4,61
2019,YEM,-40,94
2020,YEM,-12,55
2021,YEM,-8,53
2022,YEM,-7,45
2023,YEM,-15,49
2003,ZAF,-5,1
2004,ZAF,-10,14
2005,ZAF,-2,1
2006,ZAF,-5,30
2007,ZAF,-16,23
2008,ZAF,-2,69
2009,ZAF,-4,81
2010,ZAF,-5,58
2011,ZAF,-5,90
2012,ZAF,-12,72
2013,ZAF,-13,96
2014,ZAF,-5,88
2015,ZAF,-4,342
2016,ZAF,-199,199
2017,ZAF,-5,110
2018,ZAF,-75,159
2019,ZAF,-10,92
2020,ZAF,-95,226
2021,ZAF,-110,94
2022,ZAF,-5,50
2023,ZAF,-43,145
2003,ZMB,-10,7
2004,ZMB,-10,2
2005,ZMB,-4,2
2006,ZMB,-60,48
2007,ZMB,-40,69
2008,ZMB,-16,45
2009,ZMB,-10,64
2010,ZMB,-25,142
2011,ZMB,-35,114
2012,ZMB,-20,189
2013,ZMB,-40,93
2014,ZMB,-16,126
2015,ZMB,-6,137
2016,ZMB,-15,96
2017,ZMB,-22,242
2018,ZMB,-40,169
2019,ZMB,-2,94
2020,ZMB,-400,192
2021,ZMB,-30,53
2022,ZMB,-5,85
2023,ZMB,-5,50
2003,ZWE,-11,5
2004,ZWE,-24,6
2005,ZWE,-25,14
2006,ZWE,-10,13
2007,ZWE,-9,5
2008,ZWE,-38,182
2009,ZWE,-10,79
2010,ZWE,-30,83
2011,ZWE,-30,145
2012,ZWE,-5,84
2013,ZWE,-16,91
2014,ZWE,-4,103
2015,ZWE,-10,195
2016,ZWE,-10,229
2017,ZWE,-13,160
2018,ZWE,0,232
2019,ZWE,-26,206
2020,ZWE,-10,233
2021,ZWE,-18,192
2022,ZWE,-27,159
2023,ZWE,-36,119
