YEAR,Actor2CountryCode,GoldsteinScale,Record Count
2009,BOL,-103.4,19
2009,BRA,-1407.2999999999997,349
2009,BRN,-1011.0999999999998,182
2009,BWA,-80.1,20
2009,CAN,-4729.500000000001,1159
2009,CHE,-1689.5000000000007,369
2009,CHL,-111.8,27
2009,CMR,-198,26
2009,COD,-93,16
2009,COG,-240,26
2009,COL,-200.29999999999998,40
2009,CRI,-82,31
2009,CUB,-517.4,104
2009,CYM,-34.3,7
2009,CYP,-115,26
2009,CZE,-409.9,116
2009,DEU,-3766.5000000000027,863
2009,DJI,-14.4,2
2009,DNK,-1932.9000000000017,438
2009,DOM,-15,2
2009,DZA,-2320.2000000000003,263
2009,ECU,-115.30000000000001,28
2009,EGY,-474.4,110
2009,ESP,-1011.9999999999992,229
2009,EST,-14.5,2
2009,ETH,-823,98
2009,FIN,-354.5000000000001,83
2009,FJI,-214.90000000000003,42
2009,FRA,-7786.099999999989,1822
2009,FSM,-97.2,25
2009,GAB,-47.00000000000001,11
2009,GBR,-20217.699999999997,4562
2009,GHA,-341.69999999999993,80
2009,GIN,-101.30000000000001,27
2009,GNB,-75.60000000000001,10
2009,GRC,-345.7,54
2009,GUY,-18.8,11
2009,HKG,-145.4,48
2009,HND,-59,10
2009,HRV,-66,11
2009,HTI,-181.30000000000004,49
2009,HUN,-201.4,48
2009,IDN,-2483.4000000000024,494
2009,IND,-7672.699999999988,1665
2009,IRL,-820.2,148
2009,IRN,-6976.899999999996,1480
2009,IRQ,-1016,153
2009,ISL,-41,7
2009,ISR,-1586.3000000000015,359
2009,ITA,-2223.0000000000014,456
2009,JAM,-96.9,18
2009,JOR,-257.6000000000001,62
2009,JPN,-14414.59999999997,3495
2009,KAZ,-1640.2000000000005,326
2009,KEN,-678.7,145
2009,KGZ,-1081.6,215
2009,KHM,-1236.5000000000005,311
2009,KOR,-6531.399999999994,1311
2009,KWT,-73,25
2009,LAO,-245.60000000000002,49
2009,LBN,-270.30000000000007,79
2009,LBR,-295,36
2009,LKA,-1343.1000000000008,272
2009,LTU,-8,4
2009,LUX,-21.39999999999999,8
2009,LVA,-10.8,3
2009,MAC,-311.4,72
2009,MDA,-11.000000000000002,10
2009,MDG,-130,15
2009,MEX,-4112.300000000003,1093
2009,MLI,-56.5,14
2009,MLT,-117.2,26
2009,MMR,-5943.399999999997,1016
2009,MNG,-620.4,141
2009,MOZ,-55,10
2009,MUS,-22,3
2009,MWI,-150.50000000000003,32
2009,MYS,-2639.600000000002,587
2009,NAM,-330.9999999999999,100
2009,NER,-8.8,3
2009,NGA,-896.3999999999999,203
2009,NIC,-44,15
2009,NLD,-1177.2000000000003,230
2009,NOR,-149,38
2009,NPL,-4186.300000000003,841
2009,NZL,-1202.3,271
2009,OMN,-49,7
2009,PAK,-6826.799999999989,1390
2009,PAN,-24,3
2009,PER,-179.40000000000003,39
2009,PHL,-5750.9999999999945,1101
2009,PNG,-528.1,84
2009,POL,-808,152
2009,PRK,-12536.999999999987,2911
2009,PRT,-106,18
2009,PRY,-9.4,2
2009,QAT,-75.80000000000001,29
2009,RUS,-12671.099999999964,2895
2009,RWA,-43,8
2009,SAU,-757.5999999999997,141
2009,SDN,-1295.6999999999996,358
2009,SEN,-102.9,24
2009,SGP,-1170.0999999999997,253
2009,SLE,-70.7,9
2009,SLV,-39,8
2009,SOM,-1381.8000000000006,195
2009,SRB,-181,47
2009,SUR,-48.400000000000006,19
2009,SVK,-468.9,81
2009,SWE,-493.6999999999999,193
2009,SYR,-88.00000000000003,18
2009,TCD,-34.5,7
2009,TGO,-140.5,31
2009,THA,-2154.500000000002,457
2009,TJK,-686.0999999999997,156
2009,TKM,-692.4999999999998,144
2009,TTO,-89.5,15
2009,TUN,-20,4
2009,TUR,-3445.800000000004,757
2009,TZA,-136.8,29
2009,UGA,-189.6,41
2009,UKR,-397.49999999999994,76
2009,URY,-30.39999999999999,14
2009,USA,-73970.7,19551
2009,UZB,-763.7999999999997,168
2009,VEN,-243.90000000000003,58
2009,VNM,-4955.799999999999,1030
2009,VUT,-1.6,4
2009,YEM,-731.0000000000001,110
2009,ZAF,-622.9999999999999,140
2009,ZMB,-676.6999999999994,195
2009,ZWE,-652.2999999999996,147
2010,AFG,-2254.700000000001,353
2010,AGO,-122.29999999999998,30
2010,ARE,-482.4999999999998,102
2010,ARG,-809.1999999999997,167
2010,ARM,-137.2,26
2010,ATG,-10,2
2010,AUS,-9747.899999999978,2240
2010,AUT,-253.20000000000002,61
2010,AZE,-261.20000000000005,41
2010,BEL,-543.8999999999999,157
